codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao,ocorrencia_datahora,ocorrencia_datahora
201102233787831,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.9667,-65.1500,COARI,AM,BRASIL,****,2011-02-23,09:50:00,NULL,ATIVA,I-599/CENIPA/2018,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/23 09:50,2011/02/23 09:50
201104259642130,INCIDENTE,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.0842,-63.1422,COARI,AM,BRASIL,****,2011-04-25,11:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/25 11:30,2011/04/25 11:30
201108136105131,INCIDENTE,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.0842,-63.1422,COARI,AM,BRASIL,****,2011-08-13,03:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/08/13 03:00,2011/08/13 03:00
201105244433513,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-4.8833,-65.3569,COARI,AM,BRASIL,SBUY,2011-05-24,13:43:00,NULL,FINALIZADA,A-531/CENIPA/2016,SIM,2018-12-04,2,1,SIM,2019-01-30,2011/05/24 13:43,2011/05/24 13:43
201105288519733,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,BRASIL,****,2011-05-28,17:23:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/28 17:23,2011/05/28 17:23
201106034180556,INCIDENTE GRAVE,COLISÃO EM VOO COM OBJETO REBOCADO,OUTROS,OTHR,-4.8833,-65.3564,COARI,AM,BRASIL,****,2011-06-03,18:00:00,NULL,FINALIZADA,IG-518/CENIPA/2016,SIM,2016-06-23,1,1,NÃO,2019-01-30,2011/06/03 18:00,2011/06/03 18:00
201011091278987,ACIDENTE,OUTROS,OUTROS,OTHR,-12.7981,-41.3247,ANDARAÍ,BA,BRASIL,****,2010-11-09,18:30:00,NULL,FINALIZADA,A-057/CENIPA/2011,SIM,2011-08-01,1,1,NÃO,2019-01-30,2010/11/09 18:30,2010/11/09 18:30
201112102096498,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-32.2558,-52.9922,ARROIO GRANDE,RS,BRASIL,****,2011-12-10,10:55:00,NULL,FINALIZADA,A-547/CENIPA/2016,SIM,2018-12-04,1,1,SIM,2019-01-30,2011/12/10 10:55,2011/12/10 10:55
201108196280612,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBJC,2011-08-19,11:11:00,NULL,ATIVA,IG-587/CENIPA/2018,NÃO,NULL,0,1,SIM,2019-01-30,2011/08/19 11:11,2011/08/19 11:11
201111102265077,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBJC,2011-11-10,12:24:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/10 12:24,2011/11/10 12:24
201101098546085,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBBE,2011-01-09,19:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/09 19:15,2011/01/09 19:15
201102183438666,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.3847,-48.4789,BELÉM,PA,BRASIL,SBBE,2011-02-18,23:42:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,SIM,2019-01-30,2011/02/18 23:42,2011/02/18 23:42
201103271905613,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.4598,-48.4878,BELÉM,PA,BRASIL,SBBE,2011-03-27,14:55:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/03/27 14:55,2011/03/27 14:55
201104084258849,INCIDENTE,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2011-04-08,21:36:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/08 21:36,2011/04/08 21:36
201104121756210,INCIDENTE,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2011-04-12,22:57:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/12 22:57,2011/04/12 22:57
201104148539825,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.4598,-48.4878,BELÉM,PA,BRASIL,****,2011-04-14,13:54:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/14 13:54,2011/04/14 13:54
201102285368119,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-10.7406,-59.3492,ARIPUANÃ,MT,BRASIL,****,2011-02-28,20:45:00,NULL,FINALIZADA,A-089/CENIPA/2011,SIM,2011-09-23,3,1,NÃO,2019-01-30,2011/02/28 20:45,2011/02/28 20:45
201104164777499,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-20.6547,-41.2519,CASTELO,ES,BRASIL,****,2011-04-16,16:15:00,NULL,FINALIZADA,A-513/CENIPA/2016,SIM,2016-04-22,1,1,NÃO,2019-01-30,2011/04/16 16:15,2011/04/16 16:15
201101198665030,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-6.9956,-69.7533,ENVIRA,AM,BRASIL,****,2011-01-19,22:10:00,NULL,FINALIZADA,A-043/CENIPA/2011,SIM,2011-07-21,7,1,NÃO,2019-01-30,2011/01/19 22:10,2011/01/19 22:10
201107041662969,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-16.3543,-49.6817,ARAÇU,GO,BRASIL,****,2011-07-04,10:40:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/04 10:40,2011/07/04 10:40
201107196751877,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-21.4282,-45.9489,ALFENAS,MG,BRASIL,****,2011-07-19,18:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/19 18:45,2011/07/19 18:45
201106046509244,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,22.7553,47.2681,AMERICANA,SP,BRASIL,****,2011-06-04,14:00:00,NULL,FINALIZADA,IG-585/CENIPA/2014,SIM,2016-06-03,1,1,SIM,2019-01-30,2011/06/04 14:00,2011/06/04 14:00
200911258892588,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-14.9731,-57.4194,BARRA DO BUGRES,MT,BRASIL,****,2009-11-25,10:10:00,NULL,FINALIZADA,IG-094/CENIPA/2011,SIM,2011-11-04,7,1,NÃO,2019-01-30,2009/11/25 10:10,2009/11/25 10:10
201105144414959,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-3.5447,-49.2619,BREU BRANCO,PA,BRASIL,****,2011-05-14,14:30:00,NULL,FINALIZADA,A-050/CENIPA/2013,SIM,2013-09-10,1,1,NÃO,2019-01-30,2011/05/14 14:30,2011/05/14 14:30
201112308591101,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.8391,-42.2221,IGUABA GRANDE,RJ,BRASIL,****,2011-12-30,17:40:00,NULL,FINALIZADA,A-539/CENIPA/2014,SIM,2014-08-22,1,1,NÃO,2019-01-30,2011/12/30 17:40,2011/12/30 17:40
201110187616475,ACIDENTE,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.1089,-58.4547,ITACOATIARA,AM,BRASIL,****,2011-10-18,19:50:00,NULL,FINALIZADA,A - 623/CENIPA/2014,SIM,2016-06-03,2,1,NÃO,2019-01-30,2011/10/18 19:50,2011/10/18 19:50
201102034914873,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-1.0088,-48.9607,CACHOEIRA DO ARARI,PA,BRASIL,****,2011-02-03,17:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/03 17:00,2011/02/03 17:00
201103057877893,ACIDENTE,OUTROS,OUTROS,OTHR,-20.5548,-56.6736,BODOQUENA,MS,BRASIL,****,2011-03-05,10:00:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2011/03/05 10:00,2011/03/05 10:00
201104304792840,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-25.5228,-49.6000,BALSA NOVA,PR,BRASIL,SSTH,2011-04-30,20:50:00,NULL,FINALIZADA,A-502/CENIPA/2015,SIM,2015-07-21,1,1,NÃO,2019-01-30,2011/04/30 20:50,2011/04/30 20:50
201111101072454,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-11-10,18:35:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/10 18:35,2011/11/10 18:35
201105308885367,INCIDENTE,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-05-30,12:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/30 12:05,2011/05/30 12:05
201110316392746,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-10-31,11:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/31 11:50,2011/10/31 11:50
201110138459903,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-10-13,19:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,2,NÃO,2019-01-30,2011/10/13 19:00,2011/10/13 19:00
201111229634638,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-11-22,17:56:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/22 17:56,2011/11/22 17:56
201112205721333,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-12-20,11:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/12/20 11:50,2011/12/20 11:50
201110221339389,INCIDENTE,DESORIENTAÇÃO ESPACIAL,MÉDICO,MED,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-10-22,18:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/22 18:30,2011/10/22 18:30
201107214040481,INCIDENTE,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-07-21,10:35:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/21 10:35,2011/07/21 10:35
201104298787606,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-04-29,13:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/29 13:00,2011/04/29 13:00
201110219919093,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-10-21,18:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/21 18:30,2011/10/21 18:30
201104085232249,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-04-08,12:46:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/08 12:46,2011/04/08 12:46
201106091374108,INCIDENTE,COM ROTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-06-09,11:09:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/06/09 11:09,2011/06/09 11:09
201108199122182,ACIDENTE,COM ROTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.6958,-40.7797,MACAÉ,RJ,BRASIL,****,2011-08-19,19:48:00,NULL,FINALIZADA,A-546/CENIPA/2015,SIM,2017-06-22,4,1,NÃO,2019-01-30,2011/08/19 19:48,2011/08/19 19:48
201104121659652,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-26.8328,-49.0936,BLUMENAU,SC,BRASIL,SSBL,2011-04-12,11:30:00,NULL,FINALIZADA,A-586/CENIPA/2014,SIM,2014-08-22,1,1,SIM,2019-01-30,2011/04/12 11:30,2011/04/12 11:30
201110277106086,ACIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-26.8328,-49.0936,BLUMENAU,SC,BRASIL,SSBL,2011-10-27,18:16:00,NULL,FINALIZADA,A-050/CENIPA/2011,SIM,2017-05-02,0,1,SIM,2019-01-30,2011/10/27 18:16,2011/10/27 18:16
201107145579809,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-16.0456,-57.6350,CÁCERES,MT,BRASIL,SWKC,2011-07-14,10:30:00,NULL,FINALIZADA,A-093/CENIPA/2012,SIM,2012-08-29,1,1,NÃO,2019-01-30,2011/07/14 10:30,2011/07/14 10:30
201102021820724,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2011-02-02,21:26:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,SIM,2019-01-30,2011/02/02 21:26,2011/02/02 21:26
201005133510067,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.0808,3.0808,MANAUS,AM,BRASIL,****,2010-05-13,18:58:00,NULL,FINALIZADA,A-044/CENIPA/2011,SIM,2011-08-01,4,1,NÃO,2019-01-30,2010/05/13 18:58,2010/05/13 18:58
201106253358403,INCIDENTE,OUTROS,OUTROS,OTHR,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2011-06-25,18:42:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/06/25 18:42,2011/06/25 18:42
201107156302860,INCIDENTE,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2011-07-15,15:51:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/15 15:51,2011/07/15 15:51
201104282365675,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2011-04-28,23:49:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/28 23:49,2011/04/28 23:49
201109101566503,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-2.9662,-60.2105,MANAUS,AM,BRASIL,SWFN,2011-09-10,13:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/10 13:20,2011/09/10 13:20
201104131830344,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2011-04-13,12:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/13 12:05,2011/04/13 12:05
201102183977891,INCIDENTE,OUTROS,OUTROS,OTHR,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2011-02-18,15:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/18 15:50,2011/02/18 15:50
201107072722533,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2011-07-07,08:29:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/07 08:29,2011/07/07 08:29
201104212934748,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,3.0411,-60.0506,MANAUS,AM,BRASIL,SBEG,2011-04-21,18:51:00,NULL,FINALIZADA,A-555/CENIPA/2014,SIM,2015-04-24,1,1,NÃO,2019-01-30,2011/04/21 18:51,2011/04/21 18:51
201107056947781,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2011-07-05,16:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/05 16:00,2011/07/05 16:00
201112305115570,INCIDENTE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2011-12-30,14:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/12/30 14:00,2011/12/30 14:00
201112105075499,INCIDENTE,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.9662,-60.2105,MANAUS,AM,BRASIL,SBEG,2011-12-10,11:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/12/10 11:20,2011/12/10 11:20
201105117579990,INCIDENTE,OUTROS,OUTROS,OTHR,-2.9662,-60.2105,MANAUS,AM,BRASIL,****,2011-05-11,09:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/11 09:30,2011/05/11 09:30
201112025712759,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-14.1439,-57.7806,CAMPO NOVO DO PARECIS,MT,BRASIL,SJTO,2011-12-02,15:45:00,NULL,FINALIZADA,A-046/CENIPA/2014,SIM,2014-04-29,1,1,NÃO,2019-01-30,2011/12/02 15:45,2011/12/02 15:45
201101151317708,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-15.3103,-55.1550,CAMPO VERDE,MT,BRASIL,****,2011-01-15,19:00:00,NULL,FINALIZADA,A-593/CENIPA/2014,SIM,2014-10-01,0,1,NÃO,2019-01-30,2011/01/15 19:00,2011/01/15 19:00
201101117064948,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6844,-49.1219,MARICÁ,RJ,BRASIL,****,2011-01-11,15:45:00,NULL,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/11 15:45,2011/01/11 15:45
201110099786410,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.9170,-42.8198,MARICÁ,RJ,BRASIL,SDMC,2011-10-09,12:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/09 12:30,2011/10/09 12:30
201102216711410,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-5.8132,-61.2992,MANICORÉ,AM,BRASIL,****,2011-02-21,20:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/21 20:30,2011/02/21 20:30
201101289301398,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-20.5017,-54.3156,CAMPO GRANDE,MS,BRASIL,****,2011-01-28,20:50:00,NULL,FINALIZADA,A-074/CENIPA/2012,SIM,2012-07-23,5,1,NÃO,2019-01-30,2011/01/28 20:50,2011/01/28 20:50
201107315149413,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,SBCG,2011-07-31,20:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/31 20:45,2011/07/31 20:45
200910274056256,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-20.4911,-54.4731,CAMPO GRANDE,MS,BRASIL,SSAY,2009-10-27,20:30:00,NULL,FINALIZADA,A-063/CENIPA/2011,SIM,2011-08-29,1,1,NÃO,2019-01-30,2009/10/27 20:30,2009/10/27 20:30
201003196002885,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-20.5125,-54.5364,CAMPO GRANDE,MS,BRASIL,****,2010-03-19,19:30:00,NULL,FINALIZADA,A-054/CENIPA/2011,SIM,2011-08-01,1,1,NÃO,2019-01-30,2010/03/19 19:30,2010/03/19 19:30
201104027685295,INCIDENTE,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,****,2011-04-02,01:40:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/02 01:40,2011/04/02 01:40
201112151755110,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,SBCG,2011-12-15,21:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/12/15 21:20,2011/12/15 21:20
201105298694091,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,****,2011-05-29,19:00:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/29 19:00,2011/05/29 19:00
201111233451950,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,SBCG,2011-11-23,20:02:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/23 20:02,2011/11/23 20:02
201110107901002,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-20.3729,-54.5767,CAMPO GRANDE,MS,BRASIL,SBCG,2011-10-10,17:23:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/10 17:23,2011/10/10 17:23
201107222159654,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-6.4092,-49.5589,CURIONÓPOLIS,PA,BRASIL,****,2011-07-22,18:30:00,NULL,FINALIZADA,A DEFINIR,NÃO,NULL,1,1,NÃO,2019-01-30,2011/07/22 18:30,2011/07/22 18:30
201104045693394,INCIDENTE,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-21.2055,-50.4392,ARAÇATUBA,SP,BRASIL,****,2011-04-04,11:54:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/04 11:54,2011/04/04 11:54
201102179556035,INCIDENTE,OUTROS,OUTROS,OTHR,-21.2055,-50.4392,ARAÇATUBA,SP,BRASIL,SBAU,2011-02-17,16:20:00,NULL,FINALIZADA,***,NÃO,NULL,3,1,NÃO,2019-01-30,2011/02/17 16:20,2011/02/17 16:20
201109062723462,INCIDENTE GRAVE,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-21.2055,-50.4392,ARAÇATUBA,SP,BRASIL,SBAU,2011-09-06,23:30:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/06 23:30,2011/09/06 23:30
201111087030380,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-21.2055,-50.4392,ARAÇATUBA,SP,BRASIL,SBAU,2011-11-08,21:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/08 21:30,2011/11/08 21:30
200905142478810,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,-21.1117,-50.4069,ARAÇATUBA,SP,BRASIL,****,2009-05-14,21:00:00,NULL,FINALIZADA,A-001/CENIPA/2011,SIM,2011-06-30,9,1,NÃO,2019-01-30,2009/05/14 21:00,2009/05/14 21:00
200912236609154,ACIDENTE,INDETERMINADO,INDETERMINADO,UNK,-7.1328,47.3347,CAROLINA,MA,BRASIL,****,2009-12-23,16:44:00,NULL,FINALIZADA,A-066/CENIPA/2011,SIM,2011-08-29,1,1,NÃO,2019-01-30,2009/12/23 16:44,2009/12/23 16:44
201109286292201,ACIDENTE,INDETERMINADO,INDETERMINADO,UNK,-6.1914,-58.4664,MAUÉS,AM,BRASIL,****,2011-09-28,03:00:00,NULL,FINALIZADA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/28 03:00,2011/09/28 03:00
